contract,category,gold_present,predicted_present,strict_prediction,json_valid,schema_valid,grounded_evidence,evidence_f1,latency_seconds
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Uncapped Liability,False,False,False,True,True,,,0.428
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Cap On Liability,False,False,False,True,True,,,0.4292
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,Renewal Term,False,False,False,True,True,,,0.4418
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4425
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,Exclusivity,False,False,False,True,True,,,0.45
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,Termination For Convenience,True,False,False,True,True,,0.0,0.443
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,Change Of Control,True,True,True,True,True,True,1.0,4.7261
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,Audit Rights,False,False,False,True,True,,,0.4462
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,Uncapped Liability,False,False,False,True,True,,,0.448
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,Cap On Liability,False,False,False,True,True,,,0.4432
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,Renewal Term,False,False,False,True,True,,,0.4481
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4454
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,Exclusivity,True,True,True,True,True,True,1.0,3.8009
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,Termination For Convenience,False,False,False,True,True,,,0.4461
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,Change Of Control,False,False,False,True,True,,,0.4477
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,Audit Rights,True,True,True,True,True,True,1.0,1.3914
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,Uncapped Liability,False,False,False,True,True,,,0.447
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,Cap On Liability,False,False,False,True,True,,,0.4464
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,Renewal Term,True,True,True,True,True,True,1.0,3.4506
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,Notice Period To Terminate Renewal,False,True,True,True,True,True,,3.4404
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,Exclusivity,True,True,True,True,True,True,1.0,1.9115
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,Termination For Convenience,True,True,True,True,True,True,1.0,1.1672
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,Change Of Control,False,False,False,True,True,,,0.4568
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,Audit Rights,True,True,True,True,True,True,1.0,1.9338
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,Uncapped Liability,True,True,True,True,True,True,1.0,7.2928
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,Cap On Liability,True,True,True,True,True,True,1.0,1.5896
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,Renewal Term,True,True,True,True,True,True,1.0,1.6624
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,Notice Period To Terminate Renewal,True,True,True,True,True,True,1.0,1.6819
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,Exclusivity,True,True,True,True,True,True,0.49206349206349204,4.1345
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,Termination For Convenience,False,False,False,True,True,,,0.4506
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,Change Of Control,False,False,False,True,True,,,0.4476
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,Audit Rights,True,True,True,True,True,True,1.0,2.3051
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,Uncapped Liability,False,False,False,True,True,,,0.4445
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,Cap On Liability,True,False,False,True,True,,0.0,0.4414
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,Renewal Term,False,False,False,True,True,,,0.4546
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4536
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,Exclusivity,True,True,True,True,True,True,1.0,1.7883
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,Termination For Convenience,False,False,False,True,True,,,0.459
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,Change Of Control,False,False,False,True,True,,,0.4569
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,Audit Rights,True,True,True,True,True,True,0.2727272727272727,2.6549
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,Uncapped Liability,False,False,False,True,True,,,0.4541
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,Cap On Liability,False,False,False,True,True,,,0.4546
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Renewal Term,False,False,False,True,True,,,0.4423
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4462
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Exclusivity,False,False,False,True,True,,,0.4594
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Termination For Convenience,True,True,True,True,True,True,1.0,0.9508
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Change Of Control,False,False,False,True,True,,,0.4551
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Audit Rights,True,True,True,True,True,True,1.0,3.2256
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Uncapped Liability,False,False,False,True,True,,,0.4508
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Cap On Liability,True,True,True,True,True,True,0.4489795918367347,1.4391
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Renewal Term,True,True,True,True,True,True,0.35000000000000003,0.9622
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4551
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Exclusivity,False,False,False,True,True,,,0.465
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Termination For Convenience,True,True,True,True,True,True,1.0,1.3834
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Change Of Control,True,True,True,True,True,True,0.32727272727272727,1.7467
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Audit Rights,True,True,True,True,True,True,1.0,1.8053
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Uncapped Liability,False,False,False,True,True,,,0.4517
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Cap On Liability,False,False,False,True,True,,,0.4517
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Renewal Term,False,False,False,True,True,,,0.4459
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4453
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Exclusivity,True,True,True,True,True,True,1.0,5.1257
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Termination For Convenience,False,False,False,True,True,,,0.4546
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Change Of Control,True,True,True,True,True,True,1.0,4.0688
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Audit Rights,True,True,True,True,True,True,1.0,1.6526
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Uncapped Liability,False,False,False,True,True,,,0.4577
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Cap On Liability,True,True,True,True,True,True,0.4539007092198582,1.9094
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",Renewal Term,False,False,False,True,True,,,0.4374
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4416
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",Exclusivity,False,False,False,True,True,,,0.4579
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",Termination For Convenience,False,False,False,True,True,,,0.4497
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",Change Of Control,True,True,True,True,True,True,1.0,2.1029
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",Audit Rights,True,True,True,True,True,True,1.0,1.8144
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",Uncapped Liability,False,False,False,True,True,,,0.441
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",Cap On Liability,True,True,True,True,True,True,1.0,1.9657
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",Renewal Term,False,False,False,True,True,,,0.4391
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4417
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",Exclusivity,True,True,True,True,True,True,0.9972299168975068,8.0468
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",Termination For Convenience,False,False,False,True,True,,,0.4473
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",Change Of Control,True,True,True,True,True,True,1.0,2.4671
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",Audit Rights,False,False,False,True,True,,,0.4441
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",Uncapped Liability,False,False,False,True,True,,,0.4422
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",Cap On Liability,False,False,False,True,True,,,0.4452
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Renewal Term,False,False,False,True,True,,,0.4551
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Notice Period To Terminate Renewal,False,True,True,True,True,True,,3.189
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Exclusivity,False,False,False,True,True,,,0.4652
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Termination For Convenience,True,True,True,True,True,True,1.0,3.2324
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Change Of Control,False,False,False,True,True,,,0.4607
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Audit Rights,False,False,False,True,True,,,0.4559
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Uncapped Liability,False,False,False,True,True,,,0.4594
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Cap On Liability,False,False,False,True,True,,,0.4587
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",Renewal Term,False,False,False,True,True,,,0.452
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4511
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",Exclusivity,False,False,False,True,True,,,0.4557
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",Termination For Convenience,False,False,False,True,True,,,0.45
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",Change Of Control,False,False,False,True,True,,,0.4562
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",Audit Rights,False,False,False,True,True,,,0.451
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",Uncapped Liability,False,False,False,True,True,,,0.455
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",Cap On Liability,False,False,False,True,True,,,0.4525
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,Renewal Term,False,False,False,True,True,,,0.4661
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4576
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,Exclusivity,False,False,False,True,True,,,0.4618
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,Termination For Convenience,False,False,False,True,True,,,0.4606
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,Change Of Control,False,False,False,True,True,,,0.4588
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,Audit Rights,False,False,False,True,True,,,0.471
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,Uncapped Liability,False,False,False,True,True,,,0.4621
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,Cap On Liability,False,False,False,True,True,,,0.465
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Renewal Term,True,True,True,True,True,True,1.0,2.5966
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Notice Period To Terminate Renewal,True,True,True,True,True,True,1.0,2.5649
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Exclusivity,False,False,False,True,True,,,0.4398
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Termination For Convenience,False,False,False,True,True,,,0.4449
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Change Of Control,False,False,False,True,True,,,0.4411
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Audit Rights,True,True,True,True,True,True,1.0,2.9474
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Uncapped Liability,True,True,True,True,True,True,1.0,3.7757
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Cap On Liability,True,True,True,True,True,True,0.5476190476190476,3.9192
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",Renewal Term,False,False,False,True,True,,,0.457
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4543
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",Exclusivity,False,True,True,True,True,True,,2.0843
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",Termination For Convenience,False,False,False,True,True,,,0.4549
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",Change Of Control,False,False,False,True,True,,,0.455
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",Audit Rights,False,False,False,True,True,,,0.4541
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",Uncapped Liability,False,False,False,True,True,,,0.4566
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",Cap On Liability,False,False,False,True,True,,,0.4587
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",Renewal Term,False,False,False,True,True,,,0.4274
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4279
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",Exclusivity,False,False,False,True,True,,,0.4292
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",Termination For Convenience,False,False,False,True,True,,,0.4324
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",Change Of Control,False,False,False,True,True,,,0.428
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",Audit Rights,False,False,False,True,True,,,0.4249
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",Uncapped Liability,False,False,False,True,True,,,0.4247
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",Cap On Liability,False,False,False,True,True,,,0.4277
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Renewal Term,True,True,True,True,True,True,1.0,2.8383
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Notice Period To Terminate Renewal,True,True,True,True,True,True,1.0,2.7847
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Exclusivity,False,False,False,True,True,,,0.4593
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Termination For Convenience,True,True,True,True,True,True,0.0,0.5165
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Change Of Control,False,False,False,True,True,,,0.4585
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Audit Rights,True,True,True,True,True,True,0.2564102564102564,2.3778
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Uncapped Liability,True,True,True,True,True,True,0.3333333333333333,3.1549
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Cap On Liability,True,True,True,True,True,True,0.20327868852459016,3.7167
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",Renewal Term,True,True,True,True,True,True,1.0,1.8967
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4426
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",Exclusivity,False,False,False,True,True,,,0.4541
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",Termination For Convenience,True,True,True,True,True,True,0.6153846153846153,3.9327
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",Change Of Control,True,True,True,True,True,True,1.0,2.7094
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",Audit Rights,False,False,False,True,True,,,0.4431
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",Uncapped Liability,False,False,False,True,True,,,0.4406
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",Cap On Liability,False,True,True,True,True,True,,1.6137
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,Renewal Term,False,False,False,True,True,,,0.44
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.439
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,Exclusivity,False,True,True,True,True,True,,6.9004
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,Termination For Convenience,False,False,False,True,True,,,0.4456
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,Change Of Control,True,True,True,True,True,True,1.0,6.8864
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,Audit Rights,True,True,True,True,True,True,0.29230769230769227,2.4948
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,Uncapped Liability,True,True,True,True,True,True,0.9948717948717948,4.9472
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,Cap On Liability,True,True,True,True,True,True,1.0,5.0499
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,Renewal Term,False,False,False,True,True,,,0.4234
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4281
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,Exclusivity,False,False,False,True,True,,,0.428
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,Termination For Convenience,False,False,False,True,True,,,0.4164
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,Change Of Control,False,False,False,True,True,,,0.4189
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,Audit Rights,False,False,False,True,True,,,0.4234
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,Uncapped Liability,False,False,False,True,True,,,0.4198
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,Cap On Liability,False,False,False,True,True,,,0.4274
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,Renewal Term,False,False,False,True,True,,,0.424
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4238
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,Exclusivity,False,False,False,True,True,,,0.4309
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,Termination For Convenience,False,False,False,True,True,,,0.4257
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,Change Of Control,False,False,False,True,True,,,0.4317
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,Audit Rights,False,False,False,True,True,,,0.4293
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,Uncapped Liability,True,True,True,True,True,True,0.5625,2.6775
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,Cap On Liability,True,True,True,True,True,True,0.6382978723404256,2.7199
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",Renewal Term,False,False,False,True,True,,,0.4501
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",Notice Period To Terminate Renewal,False,False,False,True,True,,,0.4553
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",Exclusivity,False,False,False,True,True,,,0.4572
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",Termination For Convenience,False,False,False,True,True,,,0.4516
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",Change Of Control,False,False,False,True,True,,,0.4555
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",Audit Rights,False,False,False,True,True,,,0.4537
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",Uncapped Liability,False,False,False,True,True,,,0.4567
