contract,category,gold_present,predicted_present,strict_prediction,json_valid,schema_valid,grounded_evidence,evidence_f1,latency_seconds
"VIVINT SOLAR, INC. - NON-COMPETITION AGREEMENT",Cap On Liability,False,False,False,True,True,,,0.9546
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,Renewal Term,False,False,False,True,True,,,1.0737
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.0787
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,Exclusivity,False,False,False,True,True,,,1.0899
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,Termination For Convenience,True,False,False,True,True,,0.0,1.0809
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,Change Of Control,True,False,False,True,True,,0.0,1.1152
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,Audit Rights,False,False,False,True,True,,,1.0849
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,Uncapped Liability,False,False,False,True,True,,,1.0819
SLINGERBAGINC_05_27_2020-EX-10.7-CONSULTING AGREEMENT,Cap On Liability,False,False,False,True,True,,,1.0859
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,Renewal Term,False,False,False,True,True,,,1.0847
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.0832
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,Exclusivity,True,False,False,True,True,,0.0,1.0913
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,Termination For Convenience,False,False,False,True,True,,,1.0901
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,Change Of Control,False,False,False,True,True,,,1.0897
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,Audit Rights,True,True,True,True,True,True,1.0,2.8965
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,Uncapped Liability,False,False,False,True,True,,,1.0739
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,Cap On Liability,False,False,False,True,True,,,1.0874
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,Renewal Term,True,True,True,True,True,True,0.8217054263565892,5.0112
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.0822
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,Exclusivity,True,False,False,True,True,,0.0,1.1147
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,Termination For Convenience,True,True,True,True,True,True,1.0,2.4965
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,Change Of Control,False,False,False,True,True,,,1.0986
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,Audit Rights,True,False,False,True,True,,0.0,1.0989
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,Uncapped Liability,True,False,False,True,True,,0.0,1.1101
ScansourceInc_20190822_10-K_EX-10.38_11793958_EX-10.38_Distributor Agreement1,Cap On Liability,True,False,False,True,True,,0.0,1.1095
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,Renewal Term,True,True,True,True,True,True,1.0,3.4944
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,Notice Period To Terminate Renewal,True,False,False,True,True,,0.0,1.0633
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,Exclusivity,True,True,True,True,True,True,0.48437499999999994,8.3843
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,Termination For Convenience,False,False,False,True,True,,,1.0723
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,Change Of Control,False,False,False,True,True,,,1.0829
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,Audit Rights,True,False,False,True,True,,0.0,1.0869
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,Uncapped Liability,False,False,False,True,True,,,1.0933
AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,Cap On Liability,True,False,False,True,True,,0.0,1.0842
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,Renewal Term,False,False,False,True,True,,,1.1188
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.1114
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,Exclusivity,True,True,True,True,True,True,1.0,3.7172
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,Termination For Convenience,False,False,False,True,True,,,1.0966
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,Change Of Control,False,False,False,True,True,,,1.1126
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,Audit Rights,True,True,True,True,True,False,0.456140350877193,7.1745
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,Uncapped Liability,False,False,False,True,True,,,1.113
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,Cap On Liability,False,False,False,True,True,,,1.1171
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Renewal Term,False,False,False,True,True,,,1.0928
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.0907
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Exclusivity,False,False,False,True,True,,,1.1112
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Termination For Convenience,True,True,True,True,True,True,1.0,2.0733
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Change Of Control,False,False,False,True,True,,,1.1062
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Audit Rights,True,False,False,True,True,,0.0,1.3253
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Uncapped Liability,False,False,False,True,True,,,1.1054
SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,Cap On Liability,True,True,True,True,True,True,0.4489795918367347,3.0144
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Renewal Term,True,False,False,True,True,,0.0,1.1116
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.1181
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Exclusivity,False,False,False,True,True,,,1.1643
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Termination For Convenience,True,True,True,True,True,True,1.0,2.9293
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Change Of Control,True,True,True,True,True,True,0.32727272727272727,3.6478
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Audit Rights,True,True,True,True,True,True,0.24691358024691357,4.6495
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Uncapped Liability,False,False,False,True,True,,,1.1475
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,Cap On Liability,False,False,False,True,True,,,1.1534
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Renewal Term,False,False,False,True,True,,,1.1105
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.11
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Exclusivity,True,,False,False,False,,0.0,9.453
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Termination For Convenience,False,False,False,True,True,,,1.1009
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Change Of Control,True,True,True,True,True,True,1.0,8.1644
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Audit Rights,True,False,False,True,True,,0.0,1.1132
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Uncapped Liability,False,False,False,True,True,,,1.1122
PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,Cap On Liability,True,,False,False,False,,0.0,9.4563
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",Renewal Term,False,False,False,True,True,,,1.0775
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",Notice Period To Terminate Renewal,False,False,False,True,True,,,1.0791
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",Exclusivity,False,False,False,True,True,,,1.1111
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",Termination For Convenience,False,False,False,True,True,,,1.0849
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",Change Of Control,True,False,False,True,True,,0.0,1.0961
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",Audit Rights,True,True,True,True,True,True,0.04651162790697674,1.8332
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",Uncapped Liability,False,False,False,True,True,,,1.0777
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",Cap On Liability,True,,False,False,False,,0.0,9.4334
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",Renewal Term,False,False,False,True,True,,,1.0766
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",Notice Period To Terminate Renewal,False,False,False,True,True,,,1.086
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",Exclusivity,True,True,True,True,True,True,0.32558139534883723,4.1395
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",Termination For Convenience,False,False,False,True,True,,,1.0909
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",Change Of Control,True,,False,False,False,,0.0,9.4443
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",Audit Rights,False,False,False,True,True,,,1.0848
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",Uncapped Liability,False,False,False,True,True,,,1.0953
"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",Cap On Liability,False,False,False,True,True,,,1.0978
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Renewal Term,False,False,False,True,True,,,1.1207
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.1128
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Exclusivity,False,False,False,True,True,,,1.1188
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Termination For Convenience,True,False,False,True,True,,0.0,1.1185
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Change Of Control,False,False,False,True,True,,,1.1247
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Audit Rights,False,False,False,True,True,,,1.1173
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Uncapped Liability,False,False,False,True,True,,,1.1157
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,Cap On Liability,False,False,False,True,True,,,1.118
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",Renewal Term,False,False,False,True,True,,,1.1147
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",Notice Period To Terminate Renewal,False,False,False,True,True,,,1.109
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",Exclusivity,False,False,False,True,True,,,1.1147
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",Termination For Convenience,False,False,False,True,True,,,1.1077
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",Change Of Control,False,False,False,True,True,,,1.1134
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",Audit Rights,False,False,False,True,True,,,1.1071
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",Uncapped Liability,False,False,False,True,True,,,1.115
"SPOKHOLDINGS,INC_06_19_2020-EX-10.1-COOPERATION AGREEMENT",Cap On Liability,False,False,False,True,True,,,1.1049
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,Renewal Term,False,False,False,True,True,,,1.1598
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.1622
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,Exclusivity,False,False,False,True,True,,,1.173
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,Termination For Convenience,False,False,False,True,True,,,1.1586
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,Change Of Control,False,False,False,True,True,,,1.1642
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,Audit Rights,False,False,False,True,True,,,1.1554
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,Uncapped Liability,False,False,False,True,True,,,1.1598
BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT - First Amendment,Cap On Liability,False,False,False,True,True,,,1.1625
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Renewal Term,True,True,True,True,True,True,1.0,4.9411
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Notice Period To Terminate Renewal,True,False,False,True,True,,0.0,1.0724
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Exclusivity,False,False,False,True,True,,,1.0863
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Termination For Convenience,False,False,False,True,True,,,1.0777
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Change Of Control,False,False,False,True,True,,,1.0836
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Audit Rights,True,,False,False,False,,0.0,9.4017
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Uncapped Liability,True,False,False,True,True,,0.0,1.0665
CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,Cap On Liability,True,,False,False,False,,0.0,9.4361
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",Renewal Term,False,False,False,True,True,,,1.0973
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",Notice Period To Terminate Renewal,False,False,False,True,True,,,1.1163
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",Exclusivity,False,False,False,True,True,,,1.1563
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",Termination For Convenience,False,False,False,True,True,,,1.1169
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",Change Of Control,False,False,False,True,True,,,1.1205
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",Audit Rights,False,False,False,True,True,,,1.1094
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",Uncapped Liability,False,False,False,True,True,,,1.1148
"CANOPETROLEUM,INC_12_13_2007-EX-10.1-Sponsorship Agreement",Cap On Liability,False,False,False,True,True,,,1.1144
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",Renewal Term,False,True,True,True,True,False,,2.9959
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",Notice Period To Terminate Renewal,False,False,False,True,True,,,1.0033
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",Exclusivity,False,False,False,True,True,,,1.2589
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",Termination For Convenience,False,False,False,True,True,,,1.0081
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",Change Of Control,False,False,False,True,True,,,1.0147
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",Audit Rights,False,False,False,True,True,,,1.0052
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",Uncapped Liability,False,False,False,True,True,,,1.0074
"NETGEAR,INC_04_21_2003-EX-10.16- AMENDMENT #2 TO THE DISTRIBUTION AGREEMENT",Cap On Liability,False,False,False,True,True,,,1.0085
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Renewal Term,True,True,True,True,True,True,0.9126213592233009,5.0181
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Notice Period To Terminate Renewal,True,False,False,True,True,,0.0,1.1174
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Exclusivity,False,False,False,True,True,,,1.4067
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Termination For Convenience,True,True,True,True,True,True,0.7499999999999999,1.6547
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Change Of Control,False,True,True,True,True,True,,1.8117
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Audit Rights,True,True,True,True,True,True,0.16923076923076924,8.91
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Uncapped Liability,True,False,False,True,True,,0.0,1.1714
"PHREESIA,INC_05_28_2019-EX-10.18-STRATEGIC ALLIANCE AGREEMENT",Cap On Liability,True,True,True,True,True,True,0.19377162629757785,6.3163
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",Renewal Term,True,False,False,True,True,,0.0,1.0871
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",Notice Period To Terminate Renewal,False,False,False,True,True,,,1.0914
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",Exclusivity,False,False,False,True,True,,,1.1126
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",Termination For Convenience,True,False,False,True,True,,0.0,1.0911
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",Change Of Control,True,True,True,True,True,True,0.3177570093457944,4.6732
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",Audit Rights,False,False,False,True,True,,,1.0772
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",Uncapped Liability,False,False,False,True,True,,,1.0856
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",Cap On Liability,False,False,False,True,True,,,1.0901
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,Renewal Term,False,False,False,True,True,,,1.0862
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,1.0837
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,Exclusivity,False,True,True,True,True,True,,5.6361
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,Termination For Convenience,False,False,False,True,True,,,1.0725
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,Change Of Control,True,,False,False,False,,0.0,9.4172
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,Audit Rights,True,True,True,True,True,True,1.0,7.1664
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,Uncapped Liability,True,False,False,True,True,,0.0,1.1042
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,Cap On Liability,True,,False,False,False,,0.0,9.4392
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,Renewal Term,False,False,False,True,True,,,0.9497
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.9534
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,Exclusivity,False,False,False,True,True,,,0.9566
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,Termination For Convenience,False,False,False,True,True,,,0.9488
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,Change Of Control,False,False,False,True,True,,,0.9498
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,Audit Rights,False,False,False,True,True,,,0.9491
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,Uncapped Liability,False,False,False,True,True,,,0.9468
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,Cap On Liability,False,False,False,True,True,,,0.9435
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,Renewal Term,False,False,False,True,True,,,0.9611
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,Notice Period To Terminate Renewal,False,False,False,True,True,,,0.9627
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,Exclusivity,False,False,False,True,True,,,1.0041
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,Termination For Convenience,False,False,False,True,True,,,1.0008
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,Change Of Control,False,False,False,True,True,,,0.9998
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,Audit Rights,False,False,False,True,True,,,0.9994
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,Uncapped Liability,True,False,False,True,True,,0.0,0.9998
VITAMINSHOPPECOMINC_09_13_1999-EX-10.26-SPONSORSHIP AGREEMENT,Cap On Liability,True,,False,False,False,,0.0,9.3088
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",Renewal Term,False,False,False,True,True,,,1.0997
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",Notice Period To Terminate Renewal,False,False,False,True,True,,,1.1048
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",Exclusivity,False,False,False,True,True,,,1.118
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",Termination For Convenience,False,False,False,True,True,,,1.1104
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",Change Of Control,False,False,False,True,True,,,1.1088
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",Audit Rights,False,False,False,True,True,,,1.1114
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",Uncapped Liability,False,False,False,True,True,,,1.1109
"SOLUTIONSVENDINGINTERNATIONAL,INC_03_31_2020-EX1A-1 UNDR AGMT-SERVICES AGREEMENT",Cap On Liability,False,False,False,True,True,,,1.1094
